text,label
"NBC11.com's 4pm News Update 


 




 









AUG. 06, 2008
















LATEST NEWS
Â Brought to you by
 



































9 Feared Dead In NorCal Firefighting Chopper Crash
Bay Area based Air National Guardsmen rescued two survivors from a firefighter helicopter crash in Trinity County, the Federal Aviation Administration said Wednesday.

 MORE





































Bad Olympic Start For U.S. Women's Soccer
Norway jumped on the United States from the opening whistle, getting two goals in the first four minutes Wednesday to beat the U.S. women's soccer team 2-0 at the Beijing Olympics.

 MORE





































Woman Falls From SF Chinese Consulate
Another protest against the Beijing Olympics attracts attention in San Francisco as a demonstrator falls from the Chinese Consulate building.

 MORE





































Amber Alert Over After 6 Missing Bay Area Children Found
Six children whose mother allegedly abducted them from their father's Alameda County home Tuesday were located in what amounted to ""a textbook Amber Alert"" story.

 MORE





































Oakland Restaurant Robbery Latest In String
VIDEO ADDED: Oakland police are investigating the second takeover-style robbery in as many days after a pizza restaurant was robbed Tuesday night.

 MORE





























 



WEATHER




















TODAY



HIGH:
63


LOW:
54





TOMORROW



HIGH:
64


LOW:
50






























PHOTO GALLERIES




















SoCal Woman Meets Cloned Puppies

Protester Falls From SF Chinese Consulate

Kitten With 2 Faces May Get 18 Lives

Born Famous

 SEE MORE PHOTO GALLERIES























LATEST VIDEOS


























Amber Alert Issued For Mother, Children
The sheriff's department issued an Amber alert for a homeless woman who took her six children from their father's home.

 WATCH NOW





































Protestor Hurt During Pro-Tibet Demonstration
A woman was injured after falling during a demonstration from the Chinese consulate in San Francsico.

 WATCH NOW





































Oakland Restaurant Robbery Latest In String
Oakland police are investigating the second takeover-style robbery in as many days after a pizza restaurant was robbed Tuesday night

 WATCH NOW



































SEE MORE ON NBC11.COM



News





Entertainment





Sports





Health





Weather





Traffic





Finance





Technology





Going Green





Politics




 





MOST POPULAR










9 Feared Dead In NorCal Firefighting Chopper Crash
 MORE











Amber Alert Over After 6 Missing Bay Area Children Found
 MORE











Woman Falls From SF Chinese Consulate
 MORE














 SEE MORE STORIES








ENTERTAINMENT








Report: Actor Freeman Going Through Divorce
Paris Hilton Has Fun At McCain's Expense
Marriage Gets No Respect On TV, Report Says
 SEE MORE STORIES


















					Â© 2008 NBC Universal, Inc. Portions A Â© 2008 IBS, Inc. 
					See the privacy policy, terms of use. Advertise Here. 					
					You are receiving this message because you requested it from nbc11.com. 
					This message contains advertisements from our sponsors.





 
Unsubscribe from our newsletter


",0
"Re: [Python-3000] [Python-Dev] No releases tonight Christian Heimes wrote:
> Steve Holden wrote:
>> PyCon is using a PR team to help with publicity. Maybe we can ask them 
>> for assistance on how to get the word out?
> 
> That's a *very* good idea! Let's ask some professionals rather than
> writing something on our own.
> 
> Christian

Done, with a Cc: to Barry as release manager. Let's see whether they can 
help, at least. It's important news for PyCon anyway ...

regards
  Steve
-- 
Steve Holden        +1 571 484 6266   +1 800 494 3119
Holden Web LLC              http://www.holdenweb.com/

_______________________________________________
Python-3000 mailing list
smsbmo-9552@python.org
http://mail.python.org/mailman/listinfo/python-3000
Unsubscribe: http://mail.python.org/mailman/options/python-3000/python-3000%40tangomu.com


",0
"Low Prices On Enlargement. 
""Ever since I started on your herbal supplement, Sharon says sex is so much more pleasurable for her, and she comes much more easily"". David, Florida, USA 

Put on an average gain of 3.02 inches where it matters - and all gains are 100% permanent!

http://zoomjump.com/


",1
"urgent dear sir ,
i am barrister fidelis ogom , solicitor . i am the personal attorney to
mr mark cruise a national of your country , who used to work with shell development
company in nigeria . on the 21 st of april 1999 , my client , his wife and their
three
children were involved in a car accident along sagamu / lagos express road . unfortunately
they all lost their lives in the event of the accident , since then i have
made
several enquiries to your embassy to locate any of in my clients extended
relatives , this has also proved unsu ccessful . after these several unsuccessful
attempts , i decided to trace his relatives over the internet , to locate any
member of his family but to
no avail ,
.
i contact you to assist me in receiving the money and property left behind
by my
client before they get confiscated or declared unserviceable by the bank
where
this huge deposits lodged . particularly , the bank where the deceased had
an account valued at about $ 9 million dollars . conseqently ,
the bank issued me a notice to provide the next of kin or have the
account confiscated within the next ten official working days . since i have
been unsuccesfull in locating the the relatives for over 3 years now i seek
your consent to present you as the next of kin of the deceased since you
are from the same country so that the proceeds of this account valued at
$ 9 million dollars can be paid to you and then you and me can share the money .
60 % to me and 30 % to you , while 10 %
should be for expenses or tax as your government may require .
i have all necessary legal documents that can be used to back up any
claim we may make . all i require is your honest cooperation to enable us
see
this deal through . i guarantee that this will be executed under a legitimate
arrangement that will protect y ! ou from any breach of the law .
please get in touch with me by my email to enable us discuss further
best regards ,
barrister fidelis ogom ,
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
crea la tshirt con il tuo nick ! http : / / www . mediasetshop . it / jumpychat /",1
"Sensation Best Viaaaagra & Ciaaaaaalis + 4 extra tabs!    - involves a number  My order arrived within one week in perfect condition. The pills are phenomenal! I only use half of a pill at a time, and sometimes the effect is still noticeable the next morning! I've even tried a third of a pill once (I didn't split it very well) and I still felt the desired effect. Thanks for good service and a great product! David Harvey, El Monte, CA


- World Wide fast Shipping
- Professional Visa Verified Online Shop
- Discreet packaging. 100% confidential
- No Doctor Visits
- Lowest Price Guaranteed
- No Prescriptions
- 100% Customer Satisfaction
- Free physicians consultation & prescription

4 Viaaaagra pills FREE for erery order

Order now and save over 85%
http://clsepi.dictionarydecide.hk/?441522345152



are evaluating claims of clarity I think , including registration of corporation,  which you want about of the events in your and comprehensive  parties with this in have raised. had gone  shares were purchased  district if you want. . are unregulated and  our agency for your  ",1
"buy darvon , xnax , vallum & more with no prior prescription brownish geodesic asetar , ^
valiumxanaxcialis and _ more
get hydrocodone , or soma . :
2 of the best pain killers out !
please lqqk )
- -
bromley allusion legatee biddy capstone alumnus achromatic defendant valery apprehensive ytterbium firecracker armistice allegory calamus compatible burnside glacier viscometer blake grope brainard thanksgiving determinate frozen infestation turbulent cognate implant bustard adams miscegenation hillock keddah decatur consonantal stoic productivity indigestion .",1
"[Ip-health] Wall Street Journal: In Trade Deal, a Shift on Generics 


In Trade Deal, a Shift on Generics
Agreement Opens the Door
To Cheaper Drugs Abroad,
Easing Some Patent Rules
By SARAH LUECK
May 17, 2007; Page A4

WASHINGTON -- A new trade agreement between Congress and the White
House contains provisions that open the door to more sales of generic
drugs in developing countries. The plan, reversing earlier gains for
American drug makers backed by President Bush, marks the first big
setback for the pharmaceutical industry since Democrats claimed Capitol
Hill.

For now, the provisions likely only affect pending trade deals with
Peru, Panama and Colombia. But the plan also signals a broader shift as
congressional leaders give greater weight in trade talks to providing
cheaper medicines for the poor, even if it means denying the
Republican-friendly drug industry some of the protection it says it
needs.

The administration ""has permitted the weakening of
intellectual-property protections in these agreements,"" said Billy
Tauzin, president of the Pharmaceutical Research and Manufacturers of
America, the drug industry's main trade group, in an interview. ""They
were desperate to get continuing trade authority"" from Democrats in
Congress, he said. ""The fact is, their leverage changed since
November.""

The main focus of the bipartisan trade deal, announced last week,
involves requiring U.S. trade partners to meet new standards for giving
their workers labor rights and ensuring environmental protections. But
the deal also allows developing countries more flexibility in dealing
with U.S. drug makers than they would have had under earlier versions.

Specifically, the policy would ease requirements on developing-country
regulators to prevent the sale of patent-infringing products. It also
releases trading partners from a requirement to extend the time for
patent protections as a form of compensation for delays in drug
approvals.

Public-health advocacy groups have argued for years that U.S. trade
policy under Mr. Bush often protected brand-name drug makers at the
expense of poor countries in need of more-affordable treatments. Many
of those groups said they weren't satisfied with last week's deal. Even
with the changes, they say, the Peru and Panama deals advance many of
the protections the drug industry wants -- just fewer than would have
existed if the Bush administration had stuck with its earlier trade
stance.

  ""Compared to the many steps backward that have been taken since 2003,
this is a bit of relief for people who want access to affordable
medicines,"" said Ellen Shaffer, co-director of the Center for Policy
Analysis on Trade and Health in San Francisco. ""Compared to an actual
policy that would provide affordable medicines for people and fairly
balance that with innovation, it is a small step forward.""

Trade is just one of many fronts where the pharmaceutical industry
faces a less friendly policy environment, after enjoying strong support
during years of undivided Republican rule. Some Democrats want to
rewrite the Medicare prescription-drug benefit to allow the government
to negotiate lower prices with manufacturers. Some Democrats also want
to legalize imports of cheaper medications from Canada and other
countries. The Bush administration has maintained its support for the
industry on those issues, and the Senate has blocked those policy
changes.

But on exports, the administration last week changed course. For the
last several years, U.S. trade officials and drug companies have worked
to push new protections for drug makers in countries such as signers of
the Central American Free Trade Agreement.

Companies say stronger safeguards for their patents and proprietary
data are needed in many countries, to delay generic competition and
make it worthwhile for the industry to continue to invest in research
and development of new treatments.

Under the new American trade strategy, the biggest loss for the
industry is a change that may shift more responsibility to drug makers
for preventing the marketing of patent-infringing products.

Under recent trade agreements, the U.S. pressed countries to agree to
""linkage,"" which requires local drug regulators to make sure a generic
product doesn't violate any patents before allowing it on the market.
Public-health advocacy groups have said this puts makers of brand-name
drugs at an advantage and burdens regulators. Drug companies support
linkage because it prevents copies of their products from being sold
during lengthy court battles. Without it, companies will have to be
more vigilant. To take industry concerns into account, the new policy
calls for countries to set up fast procedures for resolving patent
disputes.

Another change in the new trade policy would weaken a common provision
in past trade agreements: that local regulators ""shall"" compensate drug
makers for delays in the process of approving their products, by
awarding extra time to sell their products free from competition.

Some Democrats said this unfairly penalizes consumers in those
countries for slow bureaucracies. A description of the changes to the
Peru and Panama agreements says countries ""may"" extend a company's
patent to make up for delays, suggesting more flexibility on what they
are required to do to compensate drug makers.

Health-advocacy groups complain the new policy still preserves the
data-exclusivity provision used to block generic competition. In many
countries, including the U.S., makers of generic drugs can often win
approval by proving their products are equivalent to the original
drugs. In that process, regulators use test data submitted by makers of
brand-name drugs. The data-exclusivity provision typically prevents
such use of the data for five years, acting as an effective hurdle for
generics. The new policy does, however, place more restrictions on the
five-year data exclusivity than previously existed in the Panama and
Peru agreements.

Write to Sarah Lueck at sarah.lueck@wsj.com1

   	URL for this article:
http://online.wsj.com/article/SB117936226237705632.html


---------------------------------
Thiru Balasubramaniam
Geneva Representative
Knowledge Ecology International (KEI)
voice +41.22.791.6727
fax +41.22.723.2988
mobile +41 76 508 0997
thiru@keionline.org

_______________________________________________
Ip-health mailing list
Ip-health@lists.essential.org
http://lists.essential.org/mailman/listinfo/ip-health

",0
"CNN.com Daily Top 10 >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. PARIS HILTON TAKES ON MCCAIN http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/06/wynter.paris.hilton.ad.cnn Paris Hilton swings back at Republican presidential candidate John McCain. Kareen Wynter reports. 2. BIKINI BARISTA STAND CLOSED http://www.cnn.com/video/partners/email/index.html?url=/video/living/2008/08/06/pkg.bikini.baristas.barred.kiro 3. TOT GRANDMA REACTS TO CHARGES http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/06/grace.mom.charged.cnn 4. MAGGOTS: THE NEW ANTIBIOTIC? http://www.cnn.com/video/partners/email/index.html?url=/video/health/2008/08/06/mcginty.uk.maggot.antibiotic.itn 5. ON YOUR MARK, GET SET, FLOAT! http://www.cnn.com/video/partners/email/index.html?url=/video/living/2008/08/06/vo.in.balloon.race.wxin 6. 'LOVE TRIANGLE MURDER' http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/06/dcl.london.in.session.trial.update.insession 7. TERI GARR'S DECADES OF HIDING http://www.cnn.com/video/partners/email/index.html?url=/video/health/2008/08/06/gupta.teri.garr.cnn 8. FAKE SEX AD DRAWS LAWSUIT http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/06/dnt.wa.sex.ad.lawsuit.komo 9. 'WE NEED AN ECONOMIC SURGE' http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/06/sot.mccain.econo.surge.cnn 10. OBAMA GOT HIT IN THE HEAD? http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/06/sot.obama.asked.why.running.cnn TOP 10 STORIES 1. N. DAKOTA'S REAL-LIFE JED CLAMPETT http://www.cnn.com/2008/LIVING/wayoflife/08/05/oil.boomtown/index.html In the midst of a N. Dakota oil boom, a man born during the Great Depression is making a fortune after striking oil on his property. 2. OBAMA'S UPHILL POLLING BATTLE http://www.cnn.com/2008/POLITICS/08/06/obama.polls/index.html 3. D.A.: SEX CASE ABOUT 'PURE EVIL' http://www.cnn.com/2008/CRIME/08/06/sex.club.trial.ap/index.html 4. ANOTHER SIDE OF AMY RAY http://www.cnn.com/2008/SHOWBIZ/Music/08/06/amy.ray/index.html 5. COMMENTARY: BILL CLINTON'S UPSET http://www.cnn.com/2008/US/08/06/martin.billclinton/index.html 6. WOMEN DRIVEN TO DONATE EGGS http://www.cnn.com/2008/HEALTH/08/05/selling.eggs/index.html 7. ANTHRAX SUSPECT CALLED MISLEADING http://www.cnn.com/2008/CRIME/08/06/anthrax.case/index.html 8. MOUNTAIN LION IN BEDROOM KILLS DOG http://www.cnn.com/2008/US/08/06/mountain.lion.ap/index.html 9. REPORTS: MISTAKES DOOMED UTAH MINE http://www.cnn.com/2008/US/08/06/utah.mine.anniv.ap/index.html 10. BIN LADEN'S FORMER DRIVER GUILTY http://www.cnn.com/2008/CRIME/08/06/hamdan.trial/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=88a3c1c859c0bbe5e156b746ab1492ee@gvc.ceas-challenge.cc&l=cnn-dailytop10",1
"[FoRK] Wikipedia is the oracle 
(Aside:  I continue to be unnervingly and perhaps overly impressed  
with --- in awe of, even --- Wikipedia...)

Natural language interface to Wikipedia:

   http://askwiki.com/AskWiki/index.php/Main_Page

Needs a RESTful interface;  needs a GET query URI, the form uses POST  
and some gorpy javascript validation.

jb


",0
"re : request thanks vince . this is great .
by the way , did you get copies of the journal with our paper ?
john
at 04 : 59 pm 3 / 23 / 01 - 0600 , you wrote :
>
> john ,
>
> no problem .
> i look forward to it .
>
> vince
>
>
>
>
>
> "" john d . martin "" on 03 / 23 / 2001 09 : 04 : 44 am
>
> to : vkamins @ enron . com
> cc :
> subject : request
>
>
> vince ,
>
> would you mind making a few luncheon comments to the texas finance festival
> group at our sat luncheon ? i struck out with andy and sheridan thought
> that you could relate very well to the group . how about it ?
>
> john
>
> john d . martin
> carr p . collins chair in finance
> finance department
> baylor university
> po box 98004
> waco , tx 76798
> 254 - 710 - 4473 ( office )
> 254 - 710 - 1092 ( fax )
> j _ martin @ baylor . edu
> web : http : / / hsb . baylor . edu / html / martinj / home . html
>
>
>
>
john d . martin
carr p . collins chair in finance
finance department
baylor university
po box 98004
waco , tx 76798
254 - 710 - 4473 ( office )
254 - 710 - 1092 ( fax )
j _ martin @ baylor . edu
web : http : / / hsb . baylor . edu / html / martinj / home . html",0
"We'll buy a Prada Tote for you- find out how 

Swirls


If
      you cannot adequately view this message, please follow this link: PradaTote






























You registered to receive this and similar offers from  on .If you no longer wish to receive these commercial emails, you may remove yourself from our mailing list by emailing us at r.Montague.2a-93b8efa-6850.speedy.uwaterloo.ca.-producttestpanel@qcjjptwrky.healthcenterweb.com > or  click here or by calling our unsubscribe hotline at 800-507-1653. Please note this phone number is used solely for unsubscribe requests. Please allow up to five business days for your request to be processed.

You may also contact us by writing to us at our postal address: Montague| 9600 Great Hills Trail, Suite 150 W| Austin, TX 78759 



",1
"50 ways to meet your lover_katerina1 ====================
audi_girl
30 years 0ld
I  l0oking for Man,  40 - 64
HK, East Bohemia Czech Republic
0nline t0day! 
Become a member to see more results.
http://ijegoahasi.narod.ru

------------------------------------------------------






















++++++++++++++++++++++++++++++++++++++++
Delite your email :
orateorix[@]gmail[dot]com
++++++++++++++++++++++++++++++++++++++++





The Human Mind  129
",1
"FriendlySupportCustomerSupportFDAapproved 
PharmMoneybackPolicyVisaAccepted
http://fj0ygq.blu.livefilestore.com/y1ph1DkC2oncGHWxS5eo4XYwc3X-HQ-cv8fTCHNU95mJRJt9hn7aE4mgfeXiuY-BIFG6QDbEXc4aUvACMr2GxoWdg/index.html


",1
"Re: dlopen(NULL) ? On Sunday 13 May 2007 16:30:23 Mike Mattie wrote:

> I am working on src/dynext.c and I ran across this in get_path.
>
>     if (lib == NULL) {
>         *handle = Parrot_dlopen((char *)NULL);

> It may be a RTFM, but what does a null dlopen mean if it
> succeeds, and why is it here ?

First answer: get a handle to load symbols from the main program.

Second answer: I'm not sure, but I know it doesn't work on Mac OS X 10.2 and 
earlier.

-- c

",0
"lib/Module/Build/t/mbyaml.t failed on EBCDIC platform Hi,  Here is the patch below. Any question, pls let me know, thanks.   --- /home/spring/perl/perl-current/lib/Module/Build/t/mbyaml.t  2006-07-06  23:40:11.000000000 +0800 +++ /home/spring/patch/chgfile/lib-Module-Build-t-mbyaml.t      2007-09-10  10:53:53.000000000 +0800 @@ -117,7 +117,24 @@          [ ""pi"", ""is"", 3.1416 ],          { fun => ""under_sun"", 6 => undef, ""more"", undef },      ]; -    $expected = <<'EOF'; +    if (ord(""A"") == 193) { +        $expected = <<'EOF'; +--- +e +--- +2.71828 +--- +- pi +- is +- 3.1416 +--- +fun: under_sun +more: ~ +6: ~ +EOF +    } +    else { +        $expected = <<'EOF';  ---  e  --- @@ -131,13 +148,30 @@  fun: under_sun  more: ~  EOF +    }      $got = &Module::Build::YAML::Dump(@$var);      is($got, $expected, ""Dump(): multiple, various"");        ##########################################################      # Test that a single array ref turns into one document      ########################################################## -    $expected = <<'EOF'; +    if (ord(""A"") == 193) { +        $expected = <<'EOF'; +--- +- e +- 2.71828 +- +  - pi +  - is +  - 3.1416 +- +  fun: under_sun +  more: ~ +  6: ~ +EOF +    } +    else { +        $expected = <<'EOF';  ---  - e  - 2.71828 @@ -150,6 +184,7 @@    fun: under_sun    more: ~  EOF +    }      $got = &Module::Build::YAML::Dump($var);      is($got, $expected, ""Dump(): single array of various"");        Ge, Chun Bing ç©ºå±±æ°é¨åï¼å¤©æ°ææ¥ç§",0
Sluttily attractive girls We have helped thousands of men. Are you one of them http://www.fiftyday.com/,1
"download Photoshop CS3 Extended This third day of our January thaw,demonstrating their talent for comedyÂstrokeXVIII. The Northeast and Northwest PassagesSilent patch of ultimate paint. You arethey sit with their wives all day in the sun,Looms in the air, deliberate and slow,Seems reflected in the infinite of the lamps.What is there in the depths of these wallsÂNow that you notice itÂhave just moved pastI draw near to one of them, the lowest,The pain of being born into matter.That patch of white at the very end of the roadXVI. Laying a Ghost: The Jeannette and the FramThe line between the outside and this roomScrawny wolves, and you,Amid the gloom, there, on the pole, stands blackIn white, in paint too representativeand the numbed yards will go back undercover.Through the back of the picture at the patch of white

",1
"[opensuse]  Re: Kaddressbook Stan Goodman 
writes:

> Unless I have overlooked it, Kaddressbook (although it can store
> telephone numbers) is not capable of using them to dial a
> telephone. Surely there is another address-book utility that can do
> that. Can anyone recommend one?

Yes, it can. However, you will need to compile something like 

http://www.ibiblio.org/pub/linux/apps/sound/misc/dtmf-dial-0.2.tar.gz

(unfortunately, no SUSE 10.3 packages) and set it up in the phone
""script hook"" in the ""Settings""-> ""Configure KAddresbook""->
""General"". Alternatively, install Jpilot and uses its modified copy of
dtmf-dial (jpilot-dial).

Charles

",0
"online scanner : november system scanner warning !
your computer could be sending private information about you !
spyware is the number 1 problem on the internet today .
has your computer and privacy been compromised ?
scan for free to find out
95 % of personal and business computers are infected
spyware can hijack your computer , change your settings ,
send passwords and credit card numbers to thieves
don ' t be a victim , protect yourself with our software . . .
",1
